FileNames 	 Precision 	 Recall 	 F-Score 	 Error 
2016-10-12-03-46-03-wahrsis3-undist.jpg 	 0.992260 	 0.870283 	 0.927277 	 3.466800 
2016-10-13-01-36-03-wahrsis3-undist.jpg 	 0.996149 	 0.656755 	 0.791608 	 22.606400 
2016-10-14-03-24-04-wahrsis3-undist.jpg 	 0.897456 	 0.899882 	 0.898668 	 8.590400 
2016-10-20-03-50-04-wahrsis3-undist.jpg 	 0.999482 	 0.673619 	 0.804817 	 21.712400 
2016-10-21-03-08-04-wahrsis3-undist.jpg 	 0.998897 	 0.500696 	 0.667039 	 30.734400 
2016-10-21-03-22-05-wahrsis3-undist.jpg 	 0.988119 	 0.646839 	 0.781860 	 17.189200 
2016-10-21-03-30-04-wahrsis3-undist.jpg 	 0.996978 	 0.841627 	 0.912740 	 8.832000 
2016-11-03-01-04-03-wahrsis3-undist.jpg 	 0.996811 	 0.727276 	 0.840975 	 16.218400 
2016-11-03-02-54-04-wahrsis3-undist.jpg 	 0.998257 	 0.790602 	 0.882377 	 9.466400 
2016-11-03-02-58-04-wahrsis3-undist.jpg 	 0.999352 	 0.640339 	 0.780542 	 15.958000 
2016-11-03-03-16-03-wahrsis3-undist.jpg 	 0.994614 	 0.378334 	 0.548158 	 45.296400 
2016-11-04-02-12-04-wahrsis3-undist.jpg 	 1.000000 	 0.798617 	 0.888034 	 12.425200 
2016-11-20-20-22-03-wahrsis3-undist.jpg 	 0.913654 	 0.872666 	 0.892689 	 8.345200 
2016-11-20-20-28-03-wahrsis3-undist.jpg 	 0.971517 	 0.882870 	 0.925075 	 5.684400 
2016-11-20-23-58-04-wahrsis3-undist.jpg 	 0.980267 	 0.487090 	 0.650800 	 25.588400 
2016-12-08-01-12-01-wahrsis3-undist.jpg 	 0.987031 	 0.948394 	 0.967327 	 3.829200 
2016-12-08-03-32-01-wahrsis3-undist.jpg 	 0.999920 	 0.602089 	 0.751607 	 26.427200 
