FileNames 	 Precision 	 Recall 	 F-Score 	 Error 
2016-01-10-01-20-03-wahrsis3-undist.jpg 	 0.989288 	 0.471769 	 0.638874 	 14.116000 
2016-01-10-01-24-03-wahrsis3-undist.jpg 	 0.993042 	 0.304241 	 0.465779 	 23.441600 
2016-01-10-02-42-03-wahrsis3-undist.jpg 	 0.998918 	 0.805746 	 0.891993 	 10.995200 
2016-01-10-03-04-03-wahrsis3-undist.jpg 	 0.999968 	 0.769420 	 0.869674 	 14.888400 
2016-01-10-04-16-02-wahrsis3-undist.jpg 	 0.997757 	 0.695825 	 0.819877 	 12.040000 
2016-01-13-01-44-02-wahrsis3-undist.jpg 	 0.300150 	 0.026058 	 0.047952 	 47.697600 
2016-01-14-01-00-03-wahrsis3-undist.jpg 	 0.997854 	 0.791496 	 0.882776 	 8.297600 
2016-01-14-01-12-03-wahrsis3-undist.jpg 	 0.997941 	 0.715901 	 0.833714 	 11.910000 
2016-01-18-01-24-02-wahrsis3-undist.jpg 	 0.905775 	 0.846652 	 0.875216 	 7.712400 
2016-01-18-01-32-03-wahrsis3-undist.jpg 	 0.955683 	 0.858642 	 0.904567 	 9.650000 
2016-01-22-02-36-02-wahrsis3-undist.jpg 	 0.969024 	 0.448465 	 0.613159 	 42.109600 
2016-01-22-02-44-03-wahrsis3-undist.jpg 	 0.985756 	 0.632139 	 0.770303 	 26.711600 
2016-01-25-03-28-03-wahrsis3-undist.jpg 	 0.999499 	 0.751756 	 0.858104 	 14.782800 
2016-01-27-20-26-03-wahrsis3-undist.jpg 	 0.991034 	 0.718147 	 0.832806 	 13.917200 
2016-01-27-21-10-03-wahrsis3-undist.jpg 	 0.994607 	 0.803282 	 0.888764 	 10.156800 
2016-01-27-21-48-02-wahrsis3-undist.jpg 	 0.999674 	 0.805295 	 0.892018 	 12.468000 
2016-01-31-01-00-03-wahrsis3-undist.jpg 	 1.000000 	 0.429624 	 0.601031 	 16.381200 
2016-01-31-01-12-02-wahrsis3-undist.jpg 	 0.999430 	 0.591931 	 0.743507 	 15.006800 
2016-01-31-02-54-03-wahrsis3-undist.jpg 	 0.997782 	 0.392917 	 0.563811 	 18.657200 
2016-02-04-01-10-03-wahrsis3-undist.jpg 	 0.964568 	 0.952901 	 0.958699 	 3.586800 
2016-02-04-01-18-02-wahrsis3-undist.jpg 	 0.931953 	 0.844876 	 0.886281 	 8.457600 
2016-02-14-01-00-03-wahrsis3-undist.jpg 	 0.997597 	 0.870575 	 0.929768 	 6.874800 
2016-02-14-03-10-02-wahrsis3-undist.jpg 	 0.964875 	 0.759186 	 0.849761 	 7.238400 
2016-02-14-03-32-02-wahrsis3-undist.jpg 	 0.915122 	 0.620424 	 0.739494 	 9.586400 
2016-02-14-03-58-02-wahrsis3-undist.jpg 	 0.997400 	 0.590253 	 0.741621 	 17.426000 
2016-02-22-04-24-02-wahrsis3-undist.jpg 	 0.820270 	 0.313684 	 0.453821 	 39.508000 
2016-02-22-20-04-03-wahrsis3-undist.jpg 	 0.988536 	 0.703345 	 0.821904 	 14.604000 
2016-02-22-22-24-03-wahrsis3-undist.jpg 	 0.999202 	 0.707391 	 0.828348 	 10.788000 
2016-03-13-01-06-05-wahrsis3-undist.jpg 	 0.984188 	 0.833775 	 0.902760 	 7.664800 
2016-03-13-01-38-05-wahrsis3-undist.jpg 	 0.959693 	 0.506888 	 0.663389 	 8.080000 
2016-03-13-04-58-02-wahrsis3-undist.jpg 	 0.995485 	 0.726513 	 0.839992 	 13.909200 
2016-03-15-20-02-03-wahrsis3-undist.jpg 	 0.999963 	 0.303419 	 0.465570 	 24.515600 
2016-03-17-03-50-04-wahrsis3-undist.jpg 	 0.995188 	 0.758916 	 0.861139 	 16.567600 
2016-03-25-02-34-04-wahrsis3-undist.jpg 	 0.999597 	 0.702854 	 0.825364 	 20.973200 
2016-03-25-03-38-03-wahrsis3-undist.jpg 	 0.999447 	 0.487688 	 0.655513 	 39.525200 
