FileNames 	 Precision 	 Recall 	 F-Score 	 Error 
2016-05-27-02-48-04-wahrsis3-undist.jpg 	 0.018392 	 0.001791 	 0.003265 	 70.345600 
2016-05-27-20-02-06-wahrsis3-undist.jpg 	 0.713153 	 0.550571 	 0.621404 	 13.454400 
2016-05-27-20-12-05-wahrsis3-undist.jpg 	 0.573211 	 0.627452 	 0.599106 	 10.943600 
2016-05-28-21-38-03-wahrsis3-undist.jpg 	 0.744604 	 0.001961 	 0.003911 	 42.176000 
2016-05-28-21-44-03-wahrsis3-undist.jpg 	 0.755155 	 0.002622 	 0.005227 	 44.611600 
2016-05-28-21-52-04-wahrsis3-undist.jpg 	 0.722222 	 0.002229 	 0.004444 	 44.268800 
2016-05-28-22-02-03-wahrsis3-undist.jpg 	 0.734663 	 0.003420 	 0.006808 	 55.906400 
2016-05-28-22-06-04-wahrsis3-undist.jpg 	 0.768882 	 0.003317 	 0.006606 	 61.232400 
2016-05-28-22-12-03-wahrsis3-undist.jpg 	 0.787402 	 0.002833 	 0.005646 	 56.355600 
2016-05-28-22-26-04-wahrsis3-undist.jpg 	 0.828151 	 0.002977 	 0.005932 	 67.830800 
2016-05-28-22-36-03-wahrsis3-undist.jpg 	 0.693878 	 0.002019 	 0.004027 	 53.817600 
2016-05-28-22-42-03-wahrsis3-undist.jpg 	 0.801567 	 0.003005 	 0.005987 	 40.774000 
2016-05-28-22-50-04-wahrsis3-undist.jpg 	 0.821530 	 0.004052 	 0.008063 	 28.540400 
2016-05-28-23-06-04-wahrsis3-undist.jpg 	 0.819588 	 0.004631 	 0.009210 	 27.368800 
2016-05-28-23-10-03-wahrsis3-undist.jpg 	 0.803526 	 0.007322 	 0.014513 	 17.329600 
2016-05-28-23-12-04-wahrsis3-undist.jpg 	 0.787815 	 0.004657 	 0.009260 	 32.098000 
2016-05-28-23-18-04-wahrsis3-undist.jpg 	 0.869058 	 0.009140 	 0.018089 	 42.078800 
2016-05-28-23-28-04-wahrsis3-undist.jpg 	 0.982770 	 0.028562 	 0.055510 	 41.924400 
2016-05-28-23-34-04-wahrsis3-undist.jpg 	 0.688291 	 0.003492 	 0.006948 	 49.738000 
2016-05-28-23-38-04-wahrsis3-undist.jpg 	 0.988369 	 0.213571 	 0.351243 	 43.192400 
2016-05-28-23-44-04-wahrsis3-undist.jpg 	 0.991977 	 0.219522 	 0.359490 	 51.460400 
2016-05-28-23-48-04-wahrsis3-undist.jpg 	 0.995136 	 0.274495 	 0.430298 	 52.654800 
2016-06-03-03-26-04-wahrsis3-undist.jpg 	 0.956361 	 0.013749 	 0.027109 	 37.122400 
2016-06-03-03-32-04-wahrsis3-undist.jpg 	 0.925018 	 0.019740 	 0.038656 	 50.315600 
2016-06-15-01-36-04-wahrsis3-undist.jpg 	 0.797688 	 0.002517 	 0.005018 	 43.777600 
2016-06-15-02-10-04-wahrsis3-undist.jpg 	 0.917503 	 0.010666 	 0.021086 	 30.565600 
2016-06-15-02-26-03-wahrsis3-undist.jpg 	 0.873045 	 0.019785 	 0.038694 	 18.861600 
2016-06-15-02-46-04-wahrsis3-undist.jpg 	 0.954253 	 0.028098 	 0.054589 	 53.466800 
2016-06-15-03-04-04-wahrsis3-undist.jpg 	 0.995873 	 0.061532 	 0.115904 	 50.063200 
2016-06-15-03-08-04-wahrsis3-undist.jpg 	 0.990699 	 0.018841 	 0.036980 	 64.354800 
2016-06-15-03-26-04-wahrsis3-undist.jpg 	 0.988923 	 0.125753 	 0.223133 	 56.199200 
2016-06-15-03-54-04-wahrsis3-undist.jpg 	 0.995341 	 0.040921 	 0.078611 	 56.091600 
2016-07-08-01-44-03-wahrsis3-undist.jpg 	 0.563050 	 0.285472 	 0.378858 	 1.762800 
2016-07-08-02-38-03-wahrsis3-undist.jpg 	 0.943382 	 0.121427 	 0.215160 	 10.648400 
2016-07-08-02-48-04-wahrsis3-undist.jpg 	 0.938915 	 0.084733 	 0.155439 	 11.358000 
2016-08-30-02-38-07-wahrsis3-undist.jpg 	 1.000000 	 0.000378 	 0.000756 	 34.874400 
2016-08-30-02-48-06-wahrsis3-undist.jpg 	 1.000000 	 0.011325 	 0.022396 	 41.729600 
2016-09-27-03-10-04-wahrsis3-undist.jpg 	 0.883255 	 0.739191 	 0.804827 	 5.718400 
2016-10-06-03-58-04-wahrsis3-undist.jpg 	 NaN 	 0.000000 	 NaN 	 65.390400 
2016-10-09-02-32-03-wahrsis3-undist.jpg 	 1.000000 	 0.003327 	 0.006631 	 70.706400 
2016-10-12-02-02-04-wahrsis3-undist.jpg 	 0.999387 	 0.612459 	 0.759481 	 21.466400 
2016-10-12-03-40-04-wahrsis3-undist.jpg 	 0.978785 	 0.121733 	 0.216535 	 25.373600 
2016-10-12-03-46-03-wahrsis3-undist.jpg 	 NaN 	 0.000000 	 NaN 	 25.396800 
2016-10-13-01-36-03-wahrsis3-undist.jpg 	 0.990122 	 0.623110 	 0.764868 	 25.046400 
2016-10-14-03-24-04-wahrsis3-undist.jpg 	 0.948942 	 0.747111 	 0.836017 	 12.406400 
2016-10-20-03-50-04-wahrsis3-undist.jpg 	 0.999503 	 0.677754 	 0.807768 	 21.436800 
2016-10-21-03-08-04-wahrsis3-undist.jpg 	 NaN 	 0.000000 	 NaN 	 61.486400 
2016-10-21-03-22-05-wahrsis3-undist.jpg 	 1.000000 	 0.015043 	 0.029640 	 46.907200 
2016-10-21-03-30-04-wahrsis3-undist.jpg 	 0.991431 	 0.635816 	 0.774766 	 20.289200 
2016-11-03-01-04-03-wahrsis3-undist.jpg 	 0.999890 	 0.061901 	 0.116584 	 55.315600 
2016-11-03-02-54-04-wahrsis3-undist.jpg 	 NaN 	 0.000000 	 NaN 	 44.911600 
2016-11-03-02-58-04-wahrsis3-undist.jpg 	 1.000000 	 0.000343 	 0.000686 	 44.303200 
2016-11-03-03-16-03-wahrsis3-undist.jpg 	 1.000000 	 0.027110 	 0.052788 	 70.654800 
2016-11-04-02-12-04-wahrsis3-undist.jpg 	 1.000000 	 0.000006 	 0.000013 	 61.698800 
2016-11-20-20-22-03-wahrsis3-undist.jpg 	 0.822660 	 0.003359 	 0.006690 	 39.670800 
2016-11-20-20-28-03-wahrsis3-undist.jpg 	 0.714286 	 0.000101 	 0.000201 	 39.744800 
2016-11-20-23-58-04-wahrsis3-undist.jpg 	 0.993154 	 0.125648 	 0.223073 	 42.844400 
2016-12-08-01-12-01-wahrsis3-undist.jpg 	 NaN 	 0.000000 	 NaN 	 59.768400 
2016-12-08-03-32-01-wahrsis3-undist.jpg 	 1.000000 	 0.000006 	 0.000012 	 66.406400 
